username,country,score,date_written,positive,negative,tags
Anie,España,7.0,Escrito en 25 de mayo de 2025,"El primer punto destacable es la ubicación, que es estupenda. Está a escasos minutos del centro y cuenta con paradas cercanas de autobús y tranvía. 
En cuanto al apartamento, la cocina esta muy bien equipada. La habitación principal es muy espaciosa y la cama es cómoda. El baño está muy limpio y hay toallas de sobra.","Un par de puntos a destacar: 
1. Tanto el sofá cama como las almohadas son muy incómodas, y en nuestro caso, faltaba una de las mesitas de noche de la habitación. 
2. Además, nuestra estancia se vio significativamente afectada por un problema con el aire acondicionado: 
Pasamos la tarde fuera, y al volver al apartamento al anochecer quisimos encender el aire acondicionado para cenar y dormir. Tratamos de ponerlo en marcha y esperar un rato para ver si se encendía, pero nada. Hacia las 21:30 nos pusimos en contacto con recepción a través de WhatsApp para solicitar ayuda, ya que no lo conseguíamos (o no funcionaba). Recibimos una respuesta pidiendo la foto del panel de control del aire acondicionado. Así lo hicimos, y nos respondieron diciendo que pasarían el aviso a la persona que se encontraba en recepción para que nos ayudara indicando que debíamos esperar. Sin embargo, tras esperar más de una hora sin recibir ninguna solución ni contacto por parte del personal, decidimos desistir y avisar de que ya no era necesario que vinieran ya que eran las 23:00 pasadas y queriamos irnos a dormir. Una pena.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Carlos,Argentina,8.0,Escrito en 24 de mayo de 2025,La habitación espaciosa y los servicios incluidos,"El sistema automático. No por lo automático sino por cierta dificultad que presenta el sistema. Código largo, etc,. Es el camino pero habría que darle una vuelta de tuerca.","['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Koldo,España,9.0,Escrito en 24 de mayo de 2025,Si,Todo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Orenes,España,10.0,Escrito en 24 de mayo de 2025,Apartamento,La gestión de la entrada,"['•Viaje de ocio', '•Pareja', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Enol,España,8.0,Escrito en 23 de mayo de 2025,Las habitaciones,La ubicación,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Maite,España,8.0,Escrito en 23 de mayo de 2025,La limpieza y la ubicación. Decorado con gusto.,"Muy pocos detalles en el apartamento, menaje escueto, no dejan ni un rollo de servilletas por si lo puedes necesitar.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jose,España,9.0,Escrito en 22 de mayo de 2025,"El apartamento, la ubicación y la app del apartamento",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Paya,España,9.0,Escrito en 21 de mayo de 2025,Estaba muy limpio  es cómodo y muy centrico,No había fregona ni escoba y recogedor y falta de mantenimiento,"['•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 5 noches', '•Enviado por móvil']"
Silvia,España,7.0,Escrito en 21 de mayo de 2025,"Lo mejor fue la ubicación, facilidad en contactar con el alojamiento y la atención del personal. La amplitud de las habitaciones y luminosidad un plus.",EL sofa-cama del apartamento resultó muy incómodo.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Dolores,España,9.0,Escrito en 21 de mayo de 2025,"El alojamiento en si y la ubicación ...la limpieza,todo muy nuevo",Todo bien,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Jose,España,9.0,Escrito en 19 de mayo de 2025,"La ubicación, muy cerca del centro y al lado de un Supermercado. La cama amplia y muy cómoda.","Echamos en falta mocho, recogedor y escoba para la limpieza 🧹 del apartamento o quizá un pequeño aspirador.
Bastante complicado aparcar en la zona.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Tomas,España,8.0,Escrito en 15 de mayo de 2025,Ubicacion,Que en las imágenes de la reserva el apartamento tenía terraza y en realidad no la tenía.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ariadna,España,10.0,Escrito en 15 de mayo de 2025,apartamento muy nuevo. todo en perfecto estado. limpieza espectacular. moderno y luminoso. bien equipado. tiene un día justo encima que facilita poder comprar. se aparca en la calle sin pagar.,me gustó todo de este apartamento.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Patricia,España,10.0,Escrito en 14 de mayo de 2025,"nos gustó mucho el alojamiento. Tenía de todo, muy completo. Las camas muy cómodas y cerca del centro.hay supermercados cerca y muchos bares y tiendas.nos dejaron un detalle al llegar y se agradece.volveremos sin duda.",nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Julio,España,9.0,Escrito en 12 de mayo de 2025,La ubicación,El sofá cama un poco incómodo,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Antonio,España,10.0,Escrito en 24 de marzo de 2025,Hola buenos días mira soy la chica que estuve en el hotel con mi marido y mi hija por favor me tenéis que mandar la factura lo que pagué si no el seguro no me lo pagan,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Cristina,España,9.0,Escrito en 24 de marzo de 2025,Silencio en pasillos. Discreción.,Se oía mucho el tráfico,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ainara,España,7.0,Escrito en 24 de marzo de 2025,Es la segunda vez que nos alojamos en estos apartamentos: todo estaba muy limpio y no se oía nada de ruido. Muy bien ubicado,"El sofá cama muy incómodo, cada vez que se movía la persona que dormía ahí hacía ruido. Faltaba una mesilla de noche en la habitación principal","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,8.0,Escrito en 22 de marzo de 2025,La ubicación es perfecta. Cogimos el parquing y está cerca del centro de la ciudad. Tiene detalles de bienvenida y está bastante bien equipado para pasar unos días. Y la pequeña cocina con el menaje hace que puedas prepararte cualquier cosa de manera comoda,El sofá cama era bastante incómodo pero para pasar un par de días suficiente.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Vicente,España,7.0,Escrito en 22 de marzo de 2025,La ubicación del apartahotel. Próximo al casco viejo y de fácil acceso.,La incomodidad del sofá cama. La falta de utensilios de cocina y que el dispensador de jabón de la ducha estuviera roto.,"['•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Josu10,España,8.0,Escrito en 20 de marzo de 2025,Cómodo el acceso,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Eduardo,España,8.0,Escrito en 17 de marzo de 2025,"Muy cómodo para cocinar, descansar, etc",No había personal presencial.,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Samvasco,España,10.0,Escrito en 16 de marzo de 2025,"Ubicación,todo andando en cinco minutos,y muy cómodo para estar",,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Juan,España,9.0,Escrito en 12 de marzo de 2025,El equipamiento de la habitación y poner llevar el perrito,No funcionaba la entrada al hotel con el teléfono. Hemos tenido que acceder con el código. En la habitación sí funcionaba bien,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pedro,España,9.0,Escrito en 10 de marzo de 2025,"Alojamiento, desayuno y parking",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Macarena,España,8.0,Escrito en 8 de marzo de 2025,"Localización, la habitación y la disposición. Pusieron todo lo necesario oara nuestro bebé, tanto cuna como trona. Genial","Falta de servilletas/papel cocina y algunos básicos como aceite,sal, vinagre. Falta consigna equipaje","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Daniel,España,10.0,Escrito en 5 de marzo de 2025,La ubicación y la limpieza,La ausencia de mampara en la ducha,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Carlos,España,7.0,Escrito en 3 de marzo de 2025,La ubicación y la facilidad para el chekin,"Poca o ninguna flexibilidad en los horarios. Después de pagar 24h de parking, tienes q salir antes de las 11:00La relación calidad/precio no se corresponde","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Teresa,España,7.0,Escrito en 3 de marzo de 2025,Los apartamentos son cómodos y el acceso a las instalaciones es muy sencillo. La limpieza es óptima y los baños son amplios y cómodos; estan muy bien equipados. El apartamento en general está bien.,"Nuestra cama se movía mucho porque tenía las patas sueltas. Las almohadas son muy incómodas, extremadamente finas. Los apartamentos no estan preparados del todo ya que por ejemplo en la cocina apenas hay enchufes (tuvimos que enchufar el tostador en el mueble de la tele y la cafetera en un enchufe a la altura del suelo ya que en la encimera no había ningún enchufe). Las ventanas no se pueden abrir completamente, lo que dificulta que se pueda ventilar. El resto de las estancias estan muy bien y en general los apartamentos son cómodos y amplios.","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches']"
Pablo,España,7.0,Escrito en 2 de marzo de 2025,"Muy buena ubicación y apartamentos, por norma general, bien cuidados","Demasiado olor a ambientador al entrar para disimular olores. Limpieza mejorable: machas en el suelo de nuestro apartamento y no habían lavado una toalla, que estaba totalmente sucia dentro de un cajón (seguramente no lo habría visto el personal de limpieza).","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Jose,España,9.0,Escrito en 2 de marzo de 2025,Estaba todo limpio y amplio y bien equipado,El sofá cama era incómodo,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Aitor,España,8.0,Escrito en 1 de marzo de 2025,Que tiene dos baños.,Que el sofá cama estaba roto. Y al que le tocó el sofá-cama no pudo descansar en condiciones óptimas.,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Alicia,España,8.0,Escrito en 27 de febrero de 2025,"Perfecta ubicación Habitaciones tranquilas, sin ruido Todo muy limpioFácil acceso",La cama me resultó incómoda,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Eworo,Reino Unido,10.0,Escrito en 27 de febrero de 2025,Todo,El checkin,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ruben,España,9.0,Escrito en 26 de febrero de 2025,"La habitación estaba limpia, y el baño también. Tiene servicios alrededor es fácil hacer el check in. Repetiremos seguro. Un acierto",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Vanesa,España,10.0,Escrito en 25 de febrero de 2025,"Es cómodo, moderno y bien ubicado. Tiene alrededor mucho parking gratuito",,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Naiara,España,10.0,Escrito en 24 de febrero de 2025,"Apartamento amplio, impecable y en una ubicación perfecta, a un paso de cebra de la parte vieja pero en una zona muy tranquila para descansar bien por la noche. Tenía todo lo necesario para unas vacaciones. Repetiría y lo recomendaría seguro. Parking de pago en el mismo edificio, lo que facilita la llegada y salida.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Sai0a,España,8.0,Escrito en 23 de febrero de 2025,La ubicación del apartamento,"Los pocos ascensores de los que dispone para tantos apartamentos. Que no haya nadie por su surge algo es otra de las cosas que a mí personalmente no me gusta pero todo ha ido genial con el código que se proporciona.","['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Laia,España,9.0,Escrito en 23 de febrero de 2025,Es pequeño pero tiene de todo.,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
María,España,8.0,Escrito en 21 de febrero de 2025,Comodidad del sofá y cama. Mobiliario y apartamento muy nuevo. Las ventanas insonorizan muy bien para ser una avenida con mucho tráfico. El agua de la ducha sale caliente rápido. El aire acondicionado centralizado suma mucho. El casco viejo queda muy cerca y realmente el apartamento está muy bien comunicado con el resto de la ciudad.,"La tele no es smart tv. Fueron hospitalarios y considero que la atención fue adecuada excepto por varios detalles con los que abusaron de confianza: se cobraron el early check-in por sólo consultarlo y, estando allí pedí el kit de limpieza que se les olvidó dejarme, me dijeron que subirían, esperé bastantes horas y finalmente entraron mientras estaba durmiendo sin previo aviso.","['•Viaje de ocio', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
